2.004589171508079914e-01,3.795342479129034108e-01,4.515940047844554245e-02,1.849338475809207682e-01,3.710393985256066167e-03,1.327930478933749860e-02,1.518332275545574393e-02,1.249816921349411643e-02,9.910657618512912562e-03,2.489869648000781095e-03,9.031880095689108490e-03,4.003319826197334480e-03,6.053800712786212672e-03,1.127764487623883136e-02,1.708734072157398927e-03,1.659913098667187325e-03,7.762534784943611599e-03,8.104281599375090864e-03,9.324805936630375935e-03,1.122882390274862127e-02,1.127764487623883136e-02,9.129522042669530393e-03,3.671337206463896885e-02,4.637992481570082925e-03,9.275984963140165417e-04
3.517961314092723502e-01,1.257599017500767580e-01,1.185139699109610117e-01,1.516733190052195306e-02,3.451028553883942612e-02,7.872275099785078223e-02,3.825606386245010426e-02,6.386245010746085041e-03,6.816088424930918238e-03,1.817623579981578197e-02,5.366902057107767604e-02,5.280933374270801658e-03,3.702793982192201239e-02,2.763279091188210190e-03,9.763586122198341169e-03,6.570463616825299516e-03,2.241326373963770449e-02,8.903899293828676509e-03,3.371200491249615877e-02,0.000000000000000000e+00,2.333435677003377427e-03,8.167024869511820342e-03,3.868590727663494006e-03,9.824992324224747151e-03,1.596561252686521260e-03
1.177032350483466633e-01,1.855079384027694955e-01,2.925868449325534359e-01,4.022919899725438397e-02,3.724483705383788840e-02,3.032111734511161449e-02,3.533484541005132984e-02,1.026620508535275138e-02,1.289244359555927026e-02,2.960487047869165417e-02,2.029366121523218380e-02,9.430583741196131575e-03,1.122120090724603066e-02,2.960487047869165417e-02,3.939357765309776938e-02,8.594962397039513508e-03,1.921929091560224331e-02,5.252477020413036032e-03,9.788707174406111738e-03,3.700608809836456771e-03,7.639966575146233362e-03,8.475587919302852297e-03,2.805300226811507577e-02,2.745612987943177926e-03,4.894353587203055869e-03
3.708252209075932337e-01,1.093305376666167499e-02,7.278717987119963373e-02,1.022914482552044341e-01,7.188857271229594226e-03,5.391642953422195322e-02,5.301782237531825481e-02,6.020667964654784904e-02,8.237232289950576283e-03,1.647446457990115343e-03,7.488392990864160652e-04,1.317957166392092275e-02,2.561030402875542900e-02,6.290250112325894948e-03,6.589785831960461374e-03,1.946982177624681769e-03,1.991912535569866777e-02,6.769507263741200709e-02,2.995357196345664261e-03,6.544855474015276453e-02,2.995357196345664261e-03,2.081773251460236618e-02,1.138235734611352419e-02,8.237232289950576283e-03,5.092107233787629243e-03
1.203895565685868252e-01,1.460837132200580313e-01,3.377538334024036276e-02,4.765851636966431625e-03,3.321591380024865314e-01,8.702859510982180469e-03,1.616245337753833416e-02,1.657687525901367512e-03,6.837961044343141177e-03,1.253626191462909323e-01,7.252382925818483435e-03,3.729796933278076848e-02,4.144218814753418780e-04,2.072109407376709390e-04,4.765851636966431798e-02,5.118110236220472370e-02,2.072109407376709553e-03,1.864898466639038641e-03,2.072109407376709553e-03,1.864898466639038641e-03,0.000000000000000000e+00,1.429755491089929574e-02,1.864898466639038641e-03,2.072109407376709390e-04,3.584749274761707405e-02
1.324713344718223829e-01,2.659185167113930492e-01,5.733105635520859000e-02,6.513783849719444186e-02,2.439619419370578357e-02,2.244449865820931922e-01,2.683581361307636054e-02,1.292998292266406453e-02,3.659429129055867189e-03,1.634545010978287471e-02,2.317638448402049162e-02,7.074896316174676507e-03,2.220053671627226013e-02,1.707733593559404572e-02,7.074896316174676507e-03,7.562820200048792248e-03,1.854110758721639468e-02,7.562820200048792248e-03,1.610148816784581771e-02,7.074896316174676507e-03,3.659429129055867189e-03,1.488167845816052749e-02,8.294706025859965859e-03,6.830934374237618636e-03,3.415467187118809318e-03
3.254060324825985839e-01,1.363109048723897820e-01,4.611368909512761349e-02,3.161252900232018603e-02,6.438515081206495905e-02,1.421113689095127551e-02,4.930394431554524504e-02,4.466357308584686936e-02,1.508120649651972095e-02,6.090487238979118076e-03,3.190255220417633278e-03,3.654292343387471192e-02,4.930394431554524157e-03,7.859628770301624323e-02,2.610208816705336318e-02,1.189095127610208767e-02,6.960556844547563515e-03,1.131090487238979071e-02,5.800464037122969596e-03,1.711136890951276204e-02,1.740139211136890879e-03,1.276102088167053311e-02,2.900232018561484798e-03,3.364269141531322366e-02,1.334106728538283007e-02
1.622516556291390688e-01,1.655629139072847811e-02,4.446546830652790827e-02,6.480605487228004169e-02,5.203405865657521716e-03,4.257332071901608062e-02,7.332071901608325226e-02,2.781456953642383878e-01,1.419110690633869527e-02,1.182592242194891244e-02,1.892147587511825921e-03,1.135288552507095552e-02,2.175969725638599722e-02,6.622516556291390723e-03,2.223273415326395414e-02,2.365184484389782401e-03,1.797540208136234538e-02,5.392620624408703961e-02,8.514664143803217511e-03,4.351939451277199444e-02,2.365184484389782401e-03,5.676442762535477762e-03,3.311258278145695361e-03,7.805108798486282140e-02,7.095553453169347637e-03
8.566019876952200851e-02,2.744912446758163843e-02,6.199716043539990618e-02,2.318977756743965946e-02,1.609086606720303014e-02,8.991954566966399096e-03,3.076194983435873165e-02,1.467108376715570324e-02,5.698059630856602276e-01,4.732607666824420120e-03,4.732607666824420120e-03,4.732607666824420120e-03,1.893043066729768048e-03,4.732607666824420120e-03,1.703738760056791243e-02,6.152389966871746156e-03,6.152389966871746156e-03,7.098911500236630180e-03,6.152389966871746156e-03,2.602934216753430979e-02,0.000000000000000000e+00,1.419782300047326036e-03,1.419782300047326036e-03,6.483672503549456345e-02,4.259346900141978108e-03
2.379518072289156516e-01,1.270080321285140534e-01,1.807228915662650523e-02,5.020080321285140101e-04,3.905622489959839627e-01,3.012048192771084494e-03,6.526104417670682348e-03,0.000000000000000000e+00,4.016064257028112081e-03,1.184738955823293194e-01,3.514056224899598287e-03,1.305220883534136470e-02,1.506024096385542247e-03,5.020080321285140101e-04,7.530120481927710802e-03,4.467871485943775145e-02,5.020080321285140101e-04,1.004016064257028020e-03,2.510040160642570267e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.305220883534136470e-02,0.000000000000000000e+00,1.506024096385542247e-03,4.518072289156626307e-03
