1.521027449005288301e-01,5.650969529085873022e-01,5.514983631327121522e-02,3.273734575673634128e-02,3.223369428355577632e-02,6.295643414756988375e-03,1.536136993200705111e-02,2.291614202971543543e-02,1.510954419541677123e-03,1.510954419541677123e-03,1.007302946361118010e-03,1.510954419541677123e-03,5.288340468395869715e-03,4.029211785444472040e-03,2.341979350289599693e-02,2.014605892722236280e-02,6.547469151347267390e-03,1.057668093679173943e-02,5.036514731805590049e-04,8.562075044069503843e-03,6.043817678166708493e-03,3.273734575673633695e-03,8.562075044069503843e-03,7.554772097708385616e-04,7.051120624527827153e-03,5.288340468395869715e-03,2.518257365902795350e-03,0.000000000000000000e+00
2.739097169089517725e-01,8.798775822494261933e-02,1.058403468502932959e-01,1.091558275950012813e-01,8.926294312675338294e-02,1.887273654679928747e-02,6.018872736546799357e-02,3.340984442744197869e-02,6.120887528691660098e-03,4.335628666156592786e-03,6.375924509053812819e-03,8.416220351951032852e-03,4.871206324917112807e-02,1.504718184136699839e-02,4.845702626880897361e-03,3.825554705432287778e-03,5.865850548329507377e-03,2.703391991838816760e-02,1.020147921448610016e-03,8.416220351951032852e-03,2.040295842897220033e-03,7.651109410864575557e-03,1.657740372353991298e-02,7.651109410864575123e-04,2.932925274164753862e-02,1.249681203774547292e-02,1.249681203774547292e-02,0.000000000000000000e+00
1.364829396325459299e-01,1.541994750656167923e-01,2.086614173228346358e-01,1.968503937007873988e-02,3.412073490813648247e-02,5.314960629921260116e-02,9.776902887139107823e-02,2.427821522309711252e-02,1.968503937007873988e-02,9.842519685039369942e-03,1.902887139107611522e-02,4.002624671916010790e-02,2.493438320209973719e-02,1.771653543307086590e-02,2.427821522309711252e-02,1.968503937007873988e-03,1.968503937007873988e-03,1.246719160104986859e-02,1.968503937007873988e-03,3.805774278215223044e-02,9.186351706036745279e-03,1.246719160104986859e-02,1.574803149606299191e-02,3.280839895013123314e-03,3.280839895013123314e-03,3.937007874015747977e-03,1.181102362204724393e-02,0.000000000000000000e+00
1.926530612244898022e-01,1.387755102040816313e-01,4.408163265306122569e-02,2.138775510204081742e-01,5.306122448979591621e-02,2.693877551020408198e-02,6.204081632653061368e-02,5.224489795918367541e-02,1.551020408163265342e-02,4.897959183673469136e-03,1.061224489795918428e-02,3.346938775510203967e-02,5.061224489795918685e-02,1.959183673469387654e-02,7.346938775510203704e-03,8.163265306122449282e-04,5.714285714285714281e-03,1.142857142857142856e-02,4.081632653061224858e-03,1.061224489795918428e-02,1.632653061224489856e-03,8.163265306122449716e-03,7.346938775510203704e-03,2.448979591836734568e-03,2.448979591836734568e-03,1.714285714285714371e-02,2.448979591836734568e-03,0.000000000000000000e+00
1.753794266441821292e-01,8.010118043844856317e-02,7.504215851602023812e-02,8.600337268128162294e-02,3.119730185497470720e-01,1.349072512647554734e-02,6.070826306913996301e-02,1.770657672849915848e-02,8.431703204047217085e-03,5.059021922428330251e-03,9.274873524451939660e-03,3.288364249578414750e-02,2.951096121416526066e-02,1.686340640809443417e-02,1.686340640809443417e-03,0.000000000000000000e+00,4.215851602023608542e-03,2.529510961214165299e-02,5.059021922428330251e-03,4.215851602023608542e-03,5.902192242833051959e-03,5.059021922428330251e-03,9.274873524451939660e-03,2.529510961214165125e-03,9.274873524451939660e-03,1.686340640809443417e-03,3.372681281618886834e-03,0.000000000000000000e+00
2.423469387755101956e-01,9.353741496598639432e-03,2.125850340136054353e-02,4.251700680272109227e-03,1.105442176870748312e-02,1.267006802721088454e-01,8.503401360544217370e-04,1.530612244897959148e-02,3.401360544217687382e-02,1.530612244897959218e-01,3.146258503401360568e-02,2.551020408163265103e-03,3.401360544217686948e-03,1.955782312925170158e-02,8.503401360544217370e-04,5.102040816326530205e-03,9.353741496598639432e-03,0.000000000000000000e+00,1.003401360544217691e-01,2.551020408163265103e-03,5.442176870748299117e-02,3.316326530612245110e-02,0.000000000000000000e+00,1.164965986394557868e-01,1.700680272108843474e-03,0.000000000000000000e+00,8.503401360544217370e-04,0.000000000000000000e+00
3.837320574162679243e-01,6.985645933014354714e-02,4.688995215311005105e-02,2.870813397129186664e-02,2.488038277511961729e-02,5.454545454545454281e-02,6.411483253588516618e-02,3.732057416267942768e-02,6.220095693779904150e-02,4.688995215311005105e-02,2.105263157894736795e-02,3.349282296650717833e-02,5.741626794258373155e-03,1.339712918660287098e-02,1.435406698564593332e-02,9.569377990430622287e-04,0.000000000000000000e+00,3.827751196172248915e-03,1.626794258373205626e-02,3.827751196172248915e-03,2.488038277511961729e-02,1.722488038277511860e-02,2.870813397129186578e-03,1.052631578947368397e-02,0.000000000000000000e+00,1.052631578947368397e-02,1.913875598086124457e-03,0.000000000000000000e+00
8.438287153652393457e-02,1.120906801007556658e-01,3.652392947103274418e-02,3.904282115869017744e-02,3.904282115869017744e-02,5.163727959697732989e-02,9.068010075566750039e-02,1.989924433249370406e-01,1.889168765743073214e-02,2.267002518891687510e-02,1.385390428211586908e-02,3.904282115869017744e-02,1.889168765743073214e-02,2.770780856423173816e-02,1.007556675062972334e-01,2.141057934508816193e-02,7.556675062972291988e-03,2.644836272040302153e-02,5.037783375314861326e-03,7.556675062972291988e-03,2.518891687657430663e-03,7.556675062972291988e-03,1.259445843828715418e-02,6.297229219143577091e-03,0.000000000000000000e+00,5.037783375314861326e-03,3.778337531486145994e-03,0.000000000000000000e+00
1.366279069767441789e-01,7.267441860465116178e-03,2.761627906976744234e-02,1.889534883720930120e-02,1.162790697674418589e-02,9.593023255813953876e-02,3.052325581395348708e-02,7.267441860465116178e-03,2.078488372093023340e-01,1.250000000000000000e-01,1.409883720930232565e-01,3.052325581395348708e-02,2.906976744186046471e-03,2.470930232558139414e-02,2.906976744186046471e-03,0.000000000000000000e+00,5.813953488372092943e-03,1.453488372093023236e-03,1.889534883720930120e-02,7.267441860465116178e-03,6.395348837209302584e-02,1.889534883720930120e-02,1.453488372093023236e-03,1.017441860465116352e-02,1.453488372093023236e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.131782945736434093e-01,1.085271317829457349e-02,1.085271317829457349e-02,1.085271317829457349e-02,1.085271317829457349e-02,2.000000000000000111e-01,2.635658914728682134e-02,2.635658914728682134e-02,2.046511627906976716e-01,2.604651162790697638e-01,4.651162790697674354e-02,2.015503875968992220e-02,3.100775193798449569e-03,1.705426356589147263e-02,1.550387596899224785e-03,0.000000000000000000e+00,6.201550387596899139e-03,0.000000000000000000e+00,3.100775193798449569e-03,1.550387596899224785e-03,1.550387596899224785e-03,1.395348837209302306e-02,3.100775193798449569e-03,7.751937984496123923e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.075043630017451401e-02,2.443280977312390842e-02,2.966841186736474817e-02,1.745200698080279222e-02,1.221640488656195421e-02,6.282722513089004923e-02,5.235602094240837667e-02,6.980802792321117063e-03,9.598603839441535723e-02,7.504363001745201212e-02,3.961605584642233779e-01,5.584642233856893651e-02,1.047120418848167603e-02,5.235602094240838014e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.745200698080279266e-03,1.570680628272251231e-02,6.980802792321117063e-03,1.221640488656195421e-02,1.745200698080279222e-02,3.490401396160558532e-03,1.745200698080279266e-03,0.000000000000000000e+00,1.745200698080279266e-03,3.490401396160558532e-03,0.000000000000000000e+00
1.152173913043478271e-01,7.608695652173913526e-02,7.173913043478261087e-02,3.260869565217391214e-02,6.086956521739130682e-02,6.521739130434782428e-02,7.173913043478261087e-02,9.130434782608695676e-02,8.043478260869564578e-02,3.695652173913043653e-02,2.173913043478260809e-02,9.782608695652174335e-02,8.695652173913043584e-03,2.608695652173912902e-02,1.521739130434782671e-02,0.000000000000000000e+00,6.521739130434782254e-03,1.521739130434782671e-02,1.521739130434782671e-02,8.695652173913043584e-03,4.130434782608695399e-02,1.086956521739130405e-02,0.000000000000000000e+00,2.391304347826087029e-02,2.173913043478260896e-03,2.173913043478260896e-03,2.173913043478260896e-03,0.000000000000000000e+00
1.357466063348416185e-01,3.144796380090497667e-01,5.429864253393665297e-02,4.751131221719456788e-02,5.882352941176470507e-02,3.393665158371040463e-02,6.787330316742080927e-02,4.751131221719456788e-02,1.357466063348416324e-02,6.787330316742081621e-03,1.583710407239818929e-02,2.036199095022624486e-02,5.203619909502262691e-02,9.049773755656109406e-03,9.049773755656109406e-03,4.524886877828054703e-03,6.787330316742081621e-03,2.262443438914027091e-02,2.262443438914027351e-03,0.000000000000000000e+00,2.262443438914027351e-03,1.583710407239818929e-02,2.036199095022624486e-02,0.000000000000000000e+00,2.262443438914027351e-03,2.036199095022624486e-02,1.583710407239818929e-02,0.000000000000000000e+00
1.319444444444444475e-01,6.250000000000000000e-02,1.851851851851851749e-02,2.083333333333333218e-02,4.629629629629629373e-02,5.555555555555555247e-02,5.787037037037037063e-02,3.935185185185185314e-02,3.009259259259259092e-02,2.546296296296296155e-02,9.259259259259258745e-03,3.935185185185185314e-02,2.314814814814814686e-03,3.472222222222222099e-01,1.851851851851851749e-02,0.000000000000000000e+00,1.388888888888888812e-02,2.314814814814814686e-03,4.629629629629629373e-03,1.157407407407407343e-02,4.629629629629629373e-03,2.083333333333333218e-02,2.314814814814814686e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.259259259259258745e-03,2.546296296296296155e-02,0.000000000000000000e+00
1.985111662531017507e-01,5.210918114143920504e-02,7.444168734491314610e-02,1.488833746898263026e-02,1.240694789081885942e-02,1.488833746898263026e-02,1.116625310173697261e-01,9.677419354838709409e-02,2.481389578163771710e-03,2.481389578163771710e-03,2.481389578163771710e-03,1.488833746898263026e-02,2.481389578163771883e-02,2.481389578163771883e-02,2.853598014888337198e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.925558312655086840e-03,0.000000000000000000e+00,2.481389578163771710e-03,4.962779156327543420e-03,0.000000000000000000e+00,2.481389578163771710e-03,2.977667493796526052e-02,1.736972704714640284e-02,0.000000000000000000e+00
1.772486772486772388e-01,1.322751322751322678e-02,1.322751322751322678e-02,2.645502645502645356e-03,2.645502645502645356e-03,3.968253968253968034e-02,0.000000000000000000e+00,2.645502645502645356e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.645502645502645356e-03,0.000000000000000000e+00,5.291005291005290712e-03,5.291005291005290712e-03,0.000000000000000000e+00,6.164021164021163957e-01,7.407407407407406996e-02,2.645502645502645356e-03,2.645502645502645356e-03,5.291005291005290712e-03,0.000000000000000000e+00,2.645502645502645356e-03,7.936507936507936067e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400560224089635875e-01,4.481792717086834771e-02,1.680672268907562952e-02,7.563025210084033112e-02,1.680672268907562952e-02,3.921568627450980338e-02,4.761904761904761640e-02,8.403361344537814762e-03,2.240896358543417385e-02,1.120448179271708693e-02,8.403361344537814762e-03,2.521008403361344602e-02,5.602240896358543464e-03,1.120448179271708693e-02,0.000000000000000000e+00,3.921568627450980338e-02,6.162464985994398070e-02,0.000000000000000000e+00,5.602240896358543464e-03,2.801120448179271732e-03,5.602240896358543464e-03,2.801120448179271732e-03,2.801120448179271732e-03,5.602240896358543464e-03,8.403361344537814762e-03,8.403361344537814762e-03,0.000000000000000000e+00,3.837535014005602485e-01
1.208459214501510642e-01,3.353474320241691675e-01,4.229607250755287179e-02,1.510574018126888303e-02,4.229607250755287179e-02,1.812688821752266033e-02,7.854984894259818551e-02,5.740181268882175308e-02,0.000000000000000000e+00,1.510574018126888303e-02,1.208459214501510573e-02,3.021148036253776606e-02,1.510574018126888303e-02,3.021148036253776432e-03,6.042296072507552865e-03,9.063444108761330165e-03,0.000000000000000000e+00,1.299093655589123875e-01,0.000000000000000000e+00,9.063444108761330165e-03,0.000000000000000000e+00,1.510574018126888303e-02,1.812688821752266033e-02,3.021148036253776432e-03,1.510574018126888303e-02,3.021148036253776432e-03,6.042296072507552865e-03,0.000000000000000000e+00
9.523809523809523281e-02,0.000000000000000000e+00,1.465201465201465200e-02,1.465201465201465200e-02,1.831501831501831587e-02,3.736263736263736313e-01,1.098901098901098987e-02,7.326007326007326001e-03,5.128205128205128027e-02,7.326007326007326001e-03,3.296703296703296787e-02,1.831501831501831587e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.663003663003663000e-03,0.000000000000000000e+00,2.747252747252747485e-01,3.663003663003663000e-03,7.326007326007326001e-03,1.831501831501831587e-02,3.663003663003663000e-03,4.395604395604395948e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.207547169811320764e-01,7.547169811320754429e-02,1.924528301886792581e-01,3.018867924528301910e-02,3.773584905660377388e-03,2.264150943396226259e-02,6.037735849056603821e-02,4.905660377358490865e-02,7.547169811320754776e-03,0.000000000000000000e+00,2.264150943396226259e-02,2.641509433962264258e-02,0.000000000000000000e+00,1.509433962264150955e-02,1.509433962264150955e-02,0.000000000000000000e+00,3.773584905660377388e-03,7.547169811320754776e-03,3.773584905660377388e-03,2.641509433962264120e-01,2.264150943396226259e-02,3.773584905660377388e-03,7.547169811320754776e-03,0.000000000000000000e+00,7.547169811320754776e-03,7.547169811320754776e-03,3.018867924528301910e-02,0.000000000000000000e+00
1.085271317829457349e-01,1.550387596899224785e-02,4.263565891472868158e-02,2.325581395348837177e-02,2.325581395348837177e-02,1.705426356589147263e-01,2.325581395348837177e-02,0.000000000000000000e+00,2.480620155038759655e-01,1.550387596899224785e-02,7.364341085271318421e-02,7.364341085271318421e-02,3.875968992248061962e-03,1.937984496124030981e-02,3.875968992248061962e-03,0.000000000000000000e+00,7.751937984496123923e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.550387596899224785e-02,9.689922480620155598e-02,1.937984496124030981e-02,0.000000000000000000e+00,1.162790697674418589e-02,3.875968992248061962e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.751054852320674537e-02,6.118143459915611482e-01,3.797468354430379861e-02,4.219409282700421759e-02,4.219409282700421586e-03,4.219409282700421586e-03,6.751054852320674537e-02,6.751054852320674537e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.219409282700421586e-03,2.109704641350210880e-02,1.265822784810126563e-02,0.000000000000000000e+00,4.219409282700421586e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.219409282700421586e-03,0.000000000000000000e+00,4.219409282700421586e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.438818565400843172e-03,0.000000000000000000e+00,4.219409282700421586e-03,8.438818565400843172e-03,2.531645569620253125e-02,0.000000000000000000e+00
1.244239631336405555e-01,2.811059907834101423e-01,5.529953917050691586e-02,4.147465437788018516e-02,3.225806451612903136e-02,1.382488479262672897e-02,6.912442396313364656e-02,9.216589861751152413e-02,4.608294930875576033e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.225806451612903136e-02,1.382488479262672897e-02,9.216589861751152066e-03,0.000000000000000000e+00,9.216589861751152066e-03,0.000000000000000000e+00,1.843317972350230413e-02,0.000000000000000000e+00,4.608294930875576033e-03,9.216589861751152066e-03,7.834101382488478649e-02,1.013824884792626779e-01,4.608294930875576033e-03,4.608294930875576033e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.388888888888888812e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.629629629629629373e-03,4.629629629629629373e-03,9.259259259259259300e-01,4.629629629629629373e-03,4.629629629629629373e-03,0.000000000000000000e+00,1.851851851851851749e-02,4.629629629629629373e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.388888888888888812e-02,0.000000000000000000e+00,4.629629629629629373e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.743589743589743168e-01,7.179487179487178961e-02,5.128205128205128201e-03,0.000000000000000000e+00,4.102564102564102561e-02,5.128205128205128201e-03,3.076923076923077094e-02,0.000000000000000000e+00,5.128205128205128201e-03,0.000000000000000000e+00,5.128205128205128201e-03,1.538461538461538547e-02,5.128205128205128201e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.076923076923076983e-01,0.000000000000000000e+00,1.025641025641025640e-02,0.000000000000000000e+00,1.025641025641025640e-02,3.589743589743589480e-02,0.000000000000000000e+00,7.692307692307692735e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.172839506172839164e-03,0.000000000000000000e+00,6.172839506172839164e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.271604938271605034e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.049382716049382658e-01
