1.869843284675096473e-01,3.742615827759605551e-01,4.242542596299370139e-02,1.827369037738612589e-01,2.050480886588878626e-03,1.171703363765073426e-02,1.293755797490601933e-02,1.171703363765073426e-02,9.666552751061856935e-03,1.611092125176975939e-03,7.567250890982766057e-03,2.441048674510569710e-03,5.614411951374310636e-03,1.064297222086608465e-02,1.269345310745496240e-03,9.764194698042279272e-04,7.371966997021920515e-03,7.908997705414245322e-03,8.787775228238051128e-03,1.098471903529756391e-02,1.118000292925840945e-02,7.225504076551286792e-03,3.554166870087389213e-02,3.271005223844163264e-03,3.905677879216911384e-04,2.001659913098667240e-03,2.050480886588878626e-03,4.149782746667968203e-03,2.050480886588878626e-03,2.196943807059512782e-03,3.515110091295220625e-03,1.659913098667187325e-03,2.929258409412683673e-04,1.904017966118244469e-03,7.811355758433822767e-04,7.420787970512132334e-03,1.464629204706341837e-04,2.441048674510569818e-04,1.464629204706341837e-04,1.220524337255284855e-03,5.370307083923253491e-04,1.464629204706341837e-04,4.393887614119025781e-04,2.343406727530146939e-03,3.417468144314797529e-04,1.562271151686764553e-03,1.415808231216130397e-03,1.025240443294439313e-03,2.392227701020358324e-03,2.733974515451838023e-03
3.359533312864599330e-01,1.018114829597789317e-01,1.120663186981885190e-01,1.486030089038993009e-02,2.744857230580288743e-02,7.454712926005525875e-02,3.536997236720908905e-02,5.772182990482039103e-03,5.956401596561252711e-03,1.455326988025790538e-02,4.943199263125575699e-02,3.315934909425851881e-03,3.567700337734110855e-02,2.394841879029782107e-03,8.044212465459011849e-03,4.912496162112373575e-03,2.161498311329444408e-02,8.658274485723057787e-03,3.260669327602087886e-02,0.000000000000000000e+00,2.210623272950568066e-03,5.833589192508443350e-03,3.561559717531470604e-03,9.333742708013509706e-03,1.166717838501688713e-03,4.298434141848326770e-03,7.982806263432606301e-04,4.851089960085968461e-03,4.298434141848326770e-03,1.596561252686521260e-03,7.430150445194965043e-03,4.728277556033159100e-03,6.140620202640466698e-05,1.903592262818544663e-03,3.193122505373042520e-03,7.921400061406201620e-03,4.544058949953945492e-03,1.228124040528093394e-03,3.193122505373042520e-03,5.526558182376420164e-04,4.912496162112373358e-04,3.254528707399447201e-03,5.035308566165182936e-03,2.763279091188210190e-03,3.561559717531470604e-03,5.772182990482039103e-03,4.052809333742708048e-03,2.087810868897758704e-03,7.982806263432606301e-04,4.482652747927540378e-03
1.050495404082607137e-01,1.681986391309538142e-01,2.561776292228721275e-01,3.760296048704787203e-02,2.853050017906171715e-02,2.494926584696191899e-02,3.127611316700489724e-02,8.594962397039513508e-03,1.145994986271935134e-02,2.626238510206517843e-02,9.549958218932792786e-03,6.804345230989614426e-03,1.014683060761609190e-02,2.841112570132505594e-02,3.605109227647129017e-02,6.446221797779635131e-03,1.778679718276232613e-02,4.655604631729736050e-03,9.072460307986153147e-03,3.461859854363136951e-03,7.520592097409573885e-03,5.133102542676375689e-03,2.626238510206517843e-02,1.790617166049898431e-03,4.058732243046436934e-03,9.788707174406111738e-03,2.148740599259878377e-03,9.072460307986153147e-03,9.311209263459472099e-03,3.342485376626477475e-03,4.774979109466395851e-04,5.849349409096335148e-03,1.790617166049898431e-03,3.581234332099797295e-04,4.774979109466396393e-03,5.491225975886355852e-03,1.098245195177271170e-02,7.162468664199594590e-04,2.626238510206518016e-03,2.984361943416497746e-03,3.581234332099796861e-03,2.232302733675540010e-02,2.268115076996538287e-03,1.038557956308941085e-02,1.313119255103259008e-03,4.416855676256416230e-03,4.655604631729736050e-03,4.894353587203055869e-03,0.000000000000000000e+00,1.193744777366599098e-03
3.496555855046420969e-01,9.733453129679544430e-03,6.948188080263552335e-02,7.741838873914345942e-02,3.593890386343216725e-03,4.926624737945492494e-02,4.612159329140461117e-02,5.884995507637016954e-02,7.337526205450734147e-03,1.048218029350104878e-03,7.487271638215034844e-04,1.108116202455825157e-02,2.380952380952380820e-02,5.989817310572027875e-03,5.241090146750524391e-03,1.197963462114405575e-03,1.856843366277328641e-02,6.558849955076370697e-02,2.845163222521713241e-03,6.154537286612758035e-02,2.994908655286013938e-03,1.871817909553758624e-02,1.033243486073674722e-02,7.337526205450734147e-03,3.743635819107517422e-03,1.078167115902965018e-02,0.000000000000000000e+00,1.302785265049415976e-02,8.984725965858041813e-03,2.845163222521713241e-03,2.994908655286013938e-04,1.497454327643006969e-04,3.593890386343216725e-03,1.347708894878706272e-03,1.497454327643006969e-03,1.078167115902965018e-02,0.000000000000000000e+00,8.984725965858041813e-04,0.000000000000000000e+00,2.994908655286013938e-04,2.545672356993111847e-03,1.497454327643006969e-04,4.492362982929020906e-04,8.984725965858041813e-04,1.048218029350104878e-03,1.901766996106618590e-02,1.796945193171608363e-03,2.096436058700209756e-03,0.000000000000000000e+00,5.241090146750524391e-03
8.744301699129714001e-02,1.284707832573559749e-01,3.025279734769995704e-02,3.522585992540406153e-03,2.445089100704517238e-01,6.837961044343141177e-03,1.367592208868628235e-02,1.450476585163696600e-03,6.009117281392457530e-03,1.114794861168669771e-01,7.045171985080812306e-03,3.356817239950269510e-02,4.144218814753418780e-04,2.072109407376709390e-04,3.833402403646912759e-02,4.309987567343556009e-02,1.657687525901367512e-03,1.243265644426025688e-03,1.864898466639038641e-03,1.036054703688354776e-03,0.000000000000000000e+00,7.874015748031495954e-03,1.450476585163696600e-03,2.072109407376709390e-04,2.838789888106092035e-02,4.973062577704102753e-03,0.000000000000000000e+00,2.486531288852051377e-03,1.450476585163696600e-03,6.672192291753004101e-02,1.243265644426025688e-03,5.387484459179445011e-03,2.673021135515955132e-02,4.144218814753418780e-04,1.181102362204724393e-02,1.864898466639038641e-03,3.605470368835474171e-02,1.036054703688354776e-03,1.802735184417737085e-02,0.000000000000000000e+00,2.900953170327393200e-03,2.072109407376709390e-04,4.144218814753419106e-03,0.000000000000000000e+00,2.486531288852051377e-03,0.000000000000000000e+00,1.056775797762121889e-02,6.216328222130128442e-04,0.000000000000000000e+00,8.288437629506837561e-04
1.102707977555501401e-01,2.415223225176872379e-01,4.586484508416686923e-02,6.172237131007562994e-02,2.049280312271285764e-02,2.044401073432544624e-01,2.317638448402049162e-02,1.244205903878994879e-02,3.659429129055867189e-03,1.366186874847523727e-02,1.829714564527933768e-02,5.367162722615272281e-03,2.098072700658697165e-02,1.683337399365698872e-02,6.343010490363502896e-03,4.635276896804098670e-03,1.707733593559404572e-02,6.830934374237618636e-03,1.512564040009758450e-02,6.343010490363502896e-03,3.659429129055867189e-03,9.758477677482313081e-03,7.806782141985850118e-03,1.707733593559404659e-03,1.951695535496462530e-03,3.903391070992925059e-03,6.099048548426445893e-03,3.415467187118809318e-03,2.342034642595755209e-02,2.439619419370578270e-03,2.732373749695047455e-02,4.147353012929982929e-03,1.707733593559404659e-03,4.879238838741156324e-04,1.707733593559404659e-03,3.659429129055867189e-03,1.951695535496462530e-03,1.707733593559404659e-03,9.758477677482312648e-04,9.758477677482312648e-04,9.758477677482312648e-04,6.099048548426445893e-03,1.951695535496462530e-03,9.758477677482313081e-03,1.463771651622347006e-03,1.219809709685289135e-03,1.463771651622347006e-03,3.415467187118809318e-03,9.026591851671138603e-03,7.318858258111735028e-04
2.937935034802784395e-01,1.296403712296983757e-01,4.263341067285383174e-02,2.784222737819025406e-02,5.046403712296983896e-02,1.044083526682134527e-02,3.857308584686774955e-02,1.073085846867749375e-02,9.570765661252899834e-03,4.060324825986078717e-03,2.900232018561484798e-03,2.233178654292343468e-02,4.060324825986078717e-03,7.627610208816705539e-02,2.320185614849187838e-02,8.410672853828305914e-03,6.670533642691415036e-03,1.015081206496519679e-02,3.770301624129930237e-03,1.537122969837586943e-02,1.740139211136890879e-03,8.990719257540602874e-03,2.610208816705336318e-03,8.120649651972157435e-03,9.280742459396751354e-03,7.830626450116008955e-03,5.800464037122969596e-04,5.800464037122969596e-03,4.930394431554524157e-03,4.640371229698375677e-03,3.770301624129930237e-03,1.334106728538283007e-02,1.885150812064965292e-02,8.990719257540602874e-03,5.800464037122969596e-03,3.770301624129930237e-03,1.450116009280742399e-03,6.090487238979118076e-03,2.900232018561484798e-03,6.931554524361949188e-02,8.700696055684454394e-03,0.000000000000000000e+00,5.800464037122969596e-04,4.640371229698375677e-03,5.800464037122969596e-04,8.700696055684454394e-04,1.160092807424593919e-03,2.030162412993039359e-03,0.000000000000000000e+00,1.740139211136890879e-03
1.518448438978240167e-01,1.419110690633869527e-02,3.831598864711447533e-02,5.771050141911068798e-02,3.784295175023651842e-03,3.831598864711447533e-02,6.859035004730368312e-02,2.587511825922421682e-01,1.229895931882686935e-02,8.514664143803217511e-03,1.892147587511825921e-03,8.041627246925260597e-03,2.128666035950804031e-02,5.203405865657521716e-03,2.128666035950804031e-02,1.419110690633869441e-03,1.608325449385052119e-02,5.203405865657521195e-02,7.568590350047303683e-03,4.162724692526017373e-02,2.365184484389782401e-03,5.676442762535477762e-03,2.365184484389782401e-03,7.473982970671712300e-02,5.203405865657521716e-03,1.135288552507095552e-02,0.000000000000000000e+00,1.087984862819299861e-02,5.203405865657521716e-03,0.000000000000000000e+00,4.730368968779564802e-04,0.000000000000000000e+00,4.730368968779564802e-03,3.311258278145695361e-03,1.419110690633869441e-03,4.257332071901608755e-03,4.730368968779564802e-04,0.000000000000000000e+00,4.730368968779564802e-04,4.730368968779564802e-03,1.419110690633869441e-03,1.419110690633869441e-03,0.000000000000000000e+00,4.257332071901608755e-03,1.419110690633869441e-03,1.371807000946073836e-02,7.568590350047303683e-03,1.892147587511825921e-03,0.000000000000000000e+00,1.892147587511825921e-03
7.761476573592049344e-02,2.224325603407477370e-02,5.016564126833885501e-02,1.987695220066256624e-02,7.572172266919072192e-03,5.679129200189304144e-03,2.697586370089919555e-02,1.277804070042593519e-02,5.338381448177945687e-01,2.839564600094652072e-03,4.732607666824420120e-03,2.839564600094652072e-03,1.419782300047326036e-03,2.839564600094652072e-03,1.372456223379081922e-02,3.312825366777094084e-03,4.259346900141978108e-03,4.732607666824420120e-03,4.732607666824420120e-03,2.318977756743965946e-02,0.000000000000000000e+00,9.465215333648840240e-04,1.419782300047326036e-03,6.057737813535257754e-02,3.312825366777094084e-03,4.732607666824420120e-03,0.000000000000000000e+00,5.679129200189304144e-03,4.732607666824420467e-02,1.893043066729768048e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.732607666824420120e-04,1.893043066729768048e-03,9.465215333648840240e-04,2.839564600094652072e-03,1.703738760056791243e-02,3.312825366777094084e-03,4.732607666824420120e-04,3.786086133459536096e-03,2.366303833412210060e-03,0.000000000000000000e+00,9.465215333648840240e-04,3.312825366777094084e-03,9.465215333648840240e-03,0.000000000000000000e+00,1.419782300047326036e-03,4.732607666824420120e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.118473895582329292e-01,1.109437751004016121e-01,1.606425702811244832e-02,5.020080321285140101e-04,3.669678714859437862e-01,2.008032128514056040e-03,5.020080321285140534e-03,0.000000000000000000e+00,3.514056224899598287e-03,7.028112449799196748e-02,3.012048192771084494e-03,8.032128514056224161e-03,5.020080321285140101e-04,5.020080321285140101e-04,6.526104417670682348e-03,3.514056224899598374e-02,5.020080321285140101e-04,5.020080321285140101e-04,2.510040160642570267e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.104417670682730952e-02,0.000000000000000000e+00,5.020080321285140101e-04,4.016064257028112081e-03,6.024096385542168988e-03,0.000000000000000000e+00,5.020080321285140101e-04,0.000000000000000000e+00,3.012048192771084494e-03,2.008032128514056040e-03,3.012048192771084494e-03,0.000000000000000000e+00,2.510040160642570267e-03,3.514056224899598374e-02,6.526104417670682348e-03,1.405622489959839315e-02,5.522088353413654761e-03,3.012048192771084321e-02,0.000000000000000000e+00,1.004016064257028020e-03,0.000000000000000000e+00,6.526104417670682348e-03,0.000000000000000000e+00,1.054216867469879443e-02,0.000000000000000000e+00,4.016064257028112081e-03,8.534136546184739255e-03,0.000000000000000000e+00,1.004016064257028020e-03
